,id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
0,b76f9fe99003d379,Err:509,0.05749232,0.0,0.0,0.0,0.0248545,0.0
1,b7705cdbb788e5b1,#ERROR!,0.0568193,0.0,0.0,0.0,0.025601843,0.0
2,b770b94aee748a1e,":THIS IS CRAP, CURSE THE SHITHEADS WHO CREATE THESE BUILDINGS...CURSE YOU!!!!!!FUCK YOU FUCKHEADS",0.10972327,0.022551995,0.0,0.0,0.059167802,0.0
3,b770c8db6a02f685,#ERROR!,0.0568193,0.0,0.0,0.0,0.025601843,0.0
4,b7718a5d3a1255e9,#ERROR!,0.0568193,0.0,0.0,0.0,0.025601843,0.0
5,b771b6ce24a78b77,""" 
 
  : I feel part of the problem may be the inclusion of a very tangentially (disambig.) related topic (pixie rings) without its own heading. There are three paragraphs and two images dealing with pixie rings that are just dumped into it, all of which belong elsewhere, but since there is a slight relationship, it deserves mention, merely to avoid confusion. Maybe that could be done with a shorter mention and link. Then move most of the content and all images to that article, since it isn't already there, and certainly deserves to be there. Maybe a """"See also"""" link would suffice. Pixie rings (nearly always pretty round) and crop circles (which can vary enormously) are not the same thing. I have seen large pixie rings here, one of which has been visited every year for decades by my now-deceased FIL, who plucked huge quantities of mushrooms. Delicious! / """,0.10731584,0.021154922,0.0,0.0,0.060143188,0.0
6,b771fe51a129137c,"Nice job, PaleCloudedWhite. As someone fond of the RVT I was a bit upset by the mess someone had made of the article. I will try to find some more references for the article and might find more detail for the history in the process.",0.12782633,0.031093396,0.0,0.0,0.068555504,0.0
7,b7720168ad7facf7,#ERROR!,0.0568193,0.0,0.0,0.0,0.025601843,0.0
8,b77271dfb1ef4cf5,": Re-cropped according to 's suggestion. Cheers,",0.060740758,0.0,0.0,0.0,0.02849443,0.0
9,b772806e3079c416,""" 
 
  == Re: Why did you delete my edits? == 
 
  This is a serious encyclopedia. We don't make up nonsense just because it's more interesting or """"lulzworthy"""" than reality. - | """,0.088614374,0.00941569,0.0,0.0,0.048502125,0.0
10,b772e07590a3e488,""" 
  :Hello , first of all I am not an admin myself it takes a lot of work to become one. I would recommend trying to become a rollback or a reviewer first to build up to becoming a admin. For rollback rights request form click HERE and for becoming a reviewer click HERE. Also I would recommend you create your user page, you can do that by simply clicking on your username in red at the top right hand corner. Check out my userpage if you need help or want a few tips. Thank You """,0.111760095,0.022995368,0.0,0.0,0.061440334,0.0
11,b772f5fdba830c5e,"Thats the most stupid thing i've ever heard. Why take this score if almost 800 people decided its a 4.3 As you can see with the other reviews the 2,5 is just not representative...",0.12340596,0.026583906,0.0,0.0,0.06911703,0.0
12,b7731616c3ff8fa1,he died cus he pooped himself,0.06738907,0.0,0.0,0.0,0.031315845,0.0
13,b773a45f320ac8bf,#ERROR!,0.0568193,0.0,0.0,0.0,0.025601843,0.0
14,b775464b9cc78fb4,"The reference for the number of students doesn't support the fact. The PDF doesn't mention Kingswood University (or the former Bethany Bible College). Also, the figure is out of date (but I have no 3rd party source to support this).",0.11195451,0.023121107,0.0,0.0,0.06342627,0.0
15,b77559cd5549dc4b,":I've been enjoying the Balkan wars since the 90s. All those silly people recapitulating history, and deciding it is better to be politically correct than rich. Silly people indeed. 
  Cucuteni culture seems to be Slavic peoples behaving badly.",0.108997405,0.020106401,0.0,0.0,0.06362162,0.0
16,b775c57cf39efd38,#ERROR!,0.0568193,0.0,0.0,0.0,0.025601843,0.0
17,b775e728184eca23,#ERROR!,0.0568193,0.0,0.0,0.0,0.025601843,0.0
18,b77656fd674607fa,#ERROR!,0.0568193,0.0,0.0,0.0,0.025601843,0.0
19,b77658c36fee9260,":::Addendum - I thought we'd try and get the whole capitalization issue sorted before we lionized further so I wanted to get everyone's feelings on it - can you please input into the capitalization debate on lion talk page. cheers, Â Â Â·",0.09021257,0.011316817,0.0,0.0,0.0533176,0.0
20,b776c4f841a3be32,":Dear Slim: Your courtesy is admirable and very much appreciated, and quite unnecessary. Rest assured that I reciprocate my respect for your abilities as an editor, and would not see your reverts or disagreements in Talk as ganging-up. Nevertheless, thank you for your thoughtfulness. I have carefully read your comments and others' in the article Talk section, and responded accordingly. I am also sorry that we are not able to agree, and that past compromises have not held. I'm sure that you'll agree with me that this too shall pass, we just have to persevere.",0.10955803,0.022108681,0.0,0.0,0.062440876,0.0
21,b777003e105173cc,THE POP IS A GAY HOMO WHO LIKES TO TOUCH CHILDREN IN THEIR PRIVATE PARTS,0.0907636,0.009943213,0.0,0.0,0.048399255,0.0
22,b7774cb559ee8e30,"Yeah umm, if you watch it its cuz he has a heart. He's an asshole publically, but there are moments.. like in the pilot when he pays the treatment for the kid with aids himself and offers to drive him. Thats really not needed for an encyclopedia though.",0.10223979,0.018381447,0.0,0.0,0.05844333,0.0
23,b777d947dc6a1d0f,"""To present an analogy: Is the National Enquirer socially significant. Of course it is and moreso than Anne for it has been around longer and will still be here long after anne is no more than a footnote in the history of blonde stereotypes. But is that a reason to include National Enquirer """"revelations"""" in encyclopedic articles about the people they write about? """,0.12259123,0.027419545,0.0,0.0,0.06962794,0.0
24,b777dc8dce031d2a,""" 
 
  == Western Europe bias == 
 
  """"Medieval and Early Modern Europe"""" section is biased towards Western Europe, from which virtually all examples are taken. Russia (Romanovs) are mentioned once, Poland. Bohemia/Czech, Hungary and other Slavic lands are not mentioned at all. | """,0.11120713,0.021216184,0.0,0.0,0.059010066,0.0
25,b778f8ad2f29c633,this page weak af sor,0.09182632,0.011483125,0.0,0.0,0.048611235,0.0
26,b7791074ef899284,That is the DUMBEST MOVIE IDEA I'VE EVER HEARD OF!!!,0.06728271,0.0,0.0,0.0,0.033648346,0.0
27,b7795d59244ed426,queer ging to hell with a horsecock jamed down throat no ones like you poor broke old worthless queer. if you sit on your but and shut your mouth you not had aidsqueer ging to hell with a horsecock jamed down throat no ones like you poor broke old worthless queer. if you sit on your but and shut your mouth you not had aidsqueer ging to hell with a horsecock jamed down throat no ones like you poor broke old worthless queer. if you sit on your but and shut your mouth you not had aidsqueer ging to hell with a horsecock jamed down throat no ones like you poor broke old worthless queer. if you sit on your but and shut your mouth you not had aidsqueer ging to hell with a horsecock jamed down throat no ones like you poor broke old worthless queer. if you sit on your but and shut your mouth you not had aids queer ging to hell with a horsecock jamed down throat no ones like you poor broke old worthless queer. if you sit on your but and shut your mouth you not had aidsqueer ging to hell with a horsecock jamed down throat no ones like you poor broke old worthless queer. if you sit on your but and shut your mouth you not had aidsqueer ging to hell with a horsecock jamed down throat no ones like you poor broke old worthless queer. if you sit on your but and shut your mouth you not had aidsqueer ging to hell with a horsecock jamed down throat no ones like you poor broke old worthless queer. if you sit on your but and shut your mouth you not had aidsqueer ging to hell with a horsecock jamed down throat no ones like you poor broke old worthless queer. if you sit on your but and shut your mouth you not had aids queer ging to hell with a horsecock jamed down throat no ones like you poor broke old worthless queer. if you sit on your but and shut your mouth you not had aidsqueer ging to hell with a horsecock jamed down throat no ones like you poor broke old worthless queer. if you sit on your but and shut your mouth you not had aidsqueer ging to hell with a horsecock jamed down throat no ones like you poor broke old worthless queer. if you sit on your but and shut your mouth you not had aidsqueer ging to hell with a horsecock jamed down throat no ones like you poor broke old worthless queer. if you sit on your but and shut your mouth you not had aidsqueer ging to hell with a horsecock jamed down throat no ones like you poor broke old worthless queer. if you sit on your but and shut your mouth you not had aids,0.12138733,0.027790207,0.0,0.0,0.0688905,0.0
28,b7799cae526c1390,:Fudgepot! Stupid peace houses and their similar financial hardships!,0.09555264,0.015147306,0.0,0.0,0.050275125,0.0
29,b77a015d3f4d89fe,"The two of you clearly know nothing, or are simply devoid of any sense of humour. Have you seen the three most recent episodes? They're fuckin class. Except for Damien, all the jokes are original and hilarious.",0.09476456,0.011344239,0.0,0.0,0.053119175,0.0
30,b77a0a891109f77f,"""We could do with a list of all of them. It's clear that some MPs are claimed to be rebels and don't appear on our current list. It could be interesting if some claimed rebels aren't at all - but we need to make sure we have an authoritative list before we challenge the """"Maastricht Rebel"""" tag on individual MP's pages. """,0.12836015,0.032781746,0.0,0.0,0.07197696,0.0
31,b77b32ccc4c3b4c9,":Yes, but then he took it back.",0.07825813,0.0040761027,0.0,0.0,0.038738694,0.0
32,b77b8550a9278847,""" Thank you for """"wikifying"""" the article as a stub.""",0.067480356,0.0,0.0,0.0,0.031139825,0.0
33,b77bdc6fb40ca9ef,"Metro Radio Hong Kong Group members 
 
  *Your intro currently makes it sound like they specialize in medical care broadcasting. â€œFocusing on Education and Medical care, they provide 14 programmes concerning health care per week to promote proper health knowledge, and to support the government's policy of combating SARS.â€ Remember, your intro needs to be an overview of what the station is about, listing the most important information on top. Their headquarter location do not need to be in the intro. 
  *NPOV! â€œMetro Showbiz breaking new ground in radio historyâ€â€”is public relations talk. Breaking new ground according to whom? Just give us the facts. Unless you can refer to some unbiased study, donâ€™t need to try to â€œsellâ€ Metro Radio. 
  *Add more links and references. 
  *See more comments at the JMSC0101 WebCT Discussion Section",0.14707635,0.042126838,0.0,0.0,0.08448587,0.0
34,b77c6d30fb8474f4,Robert Hughes should be Named n shamed and Charged for the Pedophile that he is Protect our children not the Pillars of our community,0.099302575,0.015859112,0.0,0.0,0.053820487,0.0
35,b77d5303cd8a2520,":Absolute rubbish, law courts gave preferential treatment, utter twaddle, also you should strike you rape commentas irt is a BLP violation.",0.100551054,0.015884444,0.0,0.0,0.057627544,0.0
36,b77e0b69c7fd67fa,""" 
  :If there's nothing in the way of adaptations, I suggest that merchandise be covered in cultural impact. () """,0.099153444,0.016453061,0.0,0.0,0.058251105,0.0
37,b77e1bd6ab9bd52b,""" 
 
  Fine so these are quotes that say that """"transfer was built into Zionism"""" - this is for sure one POV. (and Morris as representative of this view point even takes it further in his discussion what should be done to solve the conflict). Me, and many others who see themself as supporters of the two-state solution represent a different view point but since I am not a scholar my view does now count. But thatother view, the view that zionism can co-exist side by side with a Palestinian state and even witha large Palestinian population inside Israel is what we see in reality now that is possible and there were many who argued this for years, including Zabotinsky at the far right. Now we need to find quotes of those who do not think this way and present this as the other POV. I am still not sure that it is this article the place for this discussion: Clearly the exodus occured as part of the war and the war goal was to perotect the jews from attack by the arab armies. """,0.11045176,0.020938836,0.0,0.0,0.059147708,0.0
38,b77e21c4504a8e43,dasfhuiewuhoewiuerwiu hirweuoipsdahfosieufh seahiosehjopirfajs sadgjhire8i hndeier hiu ieh ehie wkiawrhto igwopgrt jhodfpohf asdjawhwieirl wiuwehkruhweiur wehen uweibn oiwne to to tmey wojn aoeuthuiohrt iewhouoe i werfel fietrhr eawk hjuiwa t,0.10543223,0.017814007,0.0,0.0,0.05638271,0.0
39,b77e3363951292d9,My child doesn't act like a fool.,0.08087231,0.004924502,0.0,0.0,0.044730265,0.0
40,b77e7f1808663763,"k, how the heck d'you talk...",0.06277783,0.0,0.0,0.0,0.031193957,0.0
41,b77ed9c07d73eedf,And may I suggest that you change your demeaning and rude tone. No one cares for it.,0.122929454,0.027383637,0.0,0.0,0.06991092,0.0
42,b77f1ca0cac5786a,ch amir nawaz gujjar off bhatian gujran,0.08569388,0.007997852,0.0,0.0,0.04398977,0.0
